Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-06-06,81.479798165871,82.090914176296,80.870084089984,82.058797130493,11603279.789601
2018-06-07,82.730451223286,83.293264216413,82.560689695468,82.881860153502,13502456.745971
2018-06-08,83.111012726338,83.660188719857,82.500024164506,83.599268291706,14350373.578042
2018-06-11,83.717030792985,83.790186286204,82.927614198913,83.09992469862,10831598.639692
2018-06-12,83.111012726338,83.751951707867,82.321596132265,82.419476652809,12351786.066671
2018-06-13,82.440505670895,82.600453656939,81.469984624097,81.508474099624,12049278.297154
2018-06-14,81.938485657325,82.30286118888,81.499807595201,81.890182640025,11477250.88741
2018-06-15,81.717872140318,81.819576118695,80.510806502207,80.663107572584,23797454.291594
2018-06-18,80.397887047517,81.378349084682,80.297457555084,80.819232100795,9192566.1661058
2018-06-19,79.887327978119,80.960572592049,79.708645048689,80.697773590277,8759709.015215
2018-06-20,80.851604043788,81.129187082517,80.271458041815,80.447591999356,8917707.0429229
2018-06-21,80.019874516355,80.380554038671,79.324514984993,79.688890516548,10990662.466278
2018-06-22,81.15901005362,81.939760143269,80.917112621339,81.378349084682,16707364.80623
2018-06-25,80.778448550569,81.240704602668,79.301064443612,79.741016991681,10557247.808177
2018-06-26,80.151146568647,81.015120590477,79.971571499056,80.63952958261,10382781.130409
2018-06-27,81.061002084482,82.480142183771,81.061002084482,81.710607570434,12725865.337182
2018-06-28,81.72908761663,82.069885158211,81.028757590084,81.970730151723,9390654.6906547
2018-06-29,82.450446661262,83.539877246689,82.290498675218,82.730451223286,17323207.764617
2018-07-02,81.890182640025,82.129276203228,81.318958039665,81.760185073678,9998318.1872378
2018-07-03,82.580571676204,83.451937716513,82.079698699984,82.239646686029,7197258.3462135
2018-07-05,82.591659703922,82.771489670702,82.050003177475,82.310380655953,9035871.9468691
2018-07-06,81.95951467541,82.699608663427,81.658481095301,82.328988150744,7637117.0131354
2018-07-09,82.811126183578,83.125924211889,82.554572162934,82.901614685643,7158595.9069156
2018-07-10,83.698550746789,84.119895800067,83.507632752291,83.660188719857,8806169.2941579
2018-07-11,83.028043691346,83.530063704915,82.024003664206,82.591659703922,10405269.406088
2018-07-12,83.010710682499,83.23744173204,82.310380655953,82.688393187115,9762533.7843731
2018-07-13,82.679726682692,83.751951707867,82.560689695468,83.310724673853,8721525.0155358
2018-07-16,82.518504210703,82.790097165493,81.998004150937,82.490210622733,8307107.556844
2018-07-17,82.259528666764,82.749186166672,82.040189635702,82.310380655953,7373348.3300728
2018-07-18,81.798419652015,82.321596132265,81.491141090777,82.221166639832,8711883.6100756
2018-07-19,82.201284659097,82.62020818908,81.717872140318,82.009219627249,8659126.1621265
2018-07-20,81.717872140318,81.932240676196,81.25192007898,81.399250654173,9209374.4840917
2018-07-23,81.949701133637,81.998004150937,81.181186109056,81.399250654173,8425920.3309652
2018-07-24,81.520836613286,83.019377186922,81.479798165871,83.010710682499,11120967.472983
2018-07-25,83.010710682499,83.740863680149,82.50983770628,83.590729235877,9730668.7376273
2018-07-26,83.829950247675,84.40015525928,83.370115718871,84.240207273235,13210097.059958
2018-07-27,80.968092059122,82.382261663227,80.805722549783,81.919878162534,18223602.887625
2018-07-30,82.129276203228,82.129276203228,80.711410589884,81.740175644348,11282875.312477
2018-07-31,81.64102063786,82.150560118503,81.441563587533,81.508474099624,11716848.2846
2018-08-01,80.890093519314,80.929602583596,80.223155024515,80.389220543094,8936717.9581379
2018-08-02,79.887327978119,80.257821042208,79.449796953345,79.909631482149,8364292.7899938
2018-08-03,79.971571499056,80.297457555084,79.629372022936,80.199577034541,7811177.8643812
2018-08-06,80.251703509674,80.433827551154,79.741016991681,80.18096953975,10041825.533632
2018-08-07,80.90972060286,81.589021611321,80.309820068747,81.269253087826,10698496.415186
2018-08-08,81.017669562366,81.229489126355,80.352133002107,80.730145533269,7275061.6644276
2018-08-09,80.730145533269,80.904750107676,80.11036301842,80.321035545059,9828499.5543948
2018-08-10,79.510864474877,79.524236104676,78.856916089204,79.420164457651,12954266.984956
2018-08-13,79.450692140778,79.75016618931,78.428897788165,78.560091137143,10308844.930842
2018-08-14,78.989497060142,79.067960774627,78.07921705416,78.311076068987,8005942.1871265
2018-08-15,77.77860767857,77.898952346766,76.510068911918,76.939474834918,16307783.7253
2018-08-16,77.280577542259,78.100031383565,77.197194077188,78.000627192224,11519944.141344
2018-08-17,78.339333097998,78.491466923831,77.799422007975,78.262130858023,10178656.617798
2018-08-20,78.262130858023,79.000471888374,78.169917071385,78.811629154317,8152095.7148627
2018-08-21,79.050678573848,79.57835336113,78.670596304166,78.829920534703,9192228.7184071
2018-08-22,79.110850907946,80.050649417449,79.02015089072,79.959823252772,10098235.496514
2018-08-23,79.561197307802,79.627298572094,78.893624997428,79.078935602858,7203898.4156063
2018-08-24,79.52070397605,80.050649417449,79.420164457651,79.621243494449,6545216.3378423
2018-08-27,79.910625746905,80.470215839275,79.856886932805,80.399068676945,6671872.675227
2018-08-28,80.580594858847,80.81850895132,80.197863492695,80.280111630708,8823352.049842
2018-08-29,80.439562008696,81.039393137916,80.092278076259,80.861651379541,8004791.2179058
2018-08-30,80.450662984379,80.780538568587,80.121796579779,80.511970645536,7450853.8602428
2018-08-31,80.242015100524,80.460376338101,79.769592896754,80.170867938194,10700013.06914
2018-09-04,80.410169652627,80.69110002587,79.807689426938,80.288563509921,8855026.5271463
2018-09-05,79.900912393183,81.429567203673,79.601564492102,81.360942990361,13878417.015825
2018-09-06,81.109278825736,81.640485741644,80.341419291865,80.460376338101,13320643.637517
2018-09-07,80.150053608789,81.93251709057,79.82005187713,81.831977572171,16417782.799219
2018-09-10,82.234261793218,82.740996103644,81.655244993404,81.710623724367,10817918.942942
2018-09-11,81.959512645071,83.189954881539,81.630772387922,82.858817822822,11891915.058605
2018-09-12,83.252524017205,83.778937329978,82.868657323995,83.129908694892,11556656.961955
2018-09-13,83.149587697238,83.252524017205,82.009845477996,82.317771405741,11162714.922626
2018-09-14,82.41831092414,83.149587697238,82.272358323402,82.921386958488,9442579.19619
2018-09-17,82.999850672973,83.608259828856,82.988875844741,83.409577593626,8403322.4617028
2018-09-18,83.900417325233,84.131014865551,83.451332399887,83.631723254731,9219890.2909875
2018-09-19,83.642698082963,84.770077852013,83.642698082963,84.63144180343,10413593.726613
2018-09-20,84.85838106767,85.340642772614,84.542003260713,84.821672159447,11198169.176329
2018-09-21,85.008118091936,85.43134278984,84.519801309348,85.168829944434,26639436.920835
2018-09-24,85.789601550509,87.085009724211,85.719589715237,86.598080563583,13549455.014257
2018-09-25,87.031144762659,87.359885019809,86.368618350323,86.498676372242,12200688.636184
2018-09-26,86.020199090827,86.498676372242,85.690323506619,85.779762049336,10275497.798551
2018-09-27,86.085165028061,86.37353810091,85.590793167828,85.771057875221,7895428.7636474
2018-09-28,85.251078082446,85.93063440066,84.990962038608,85.019092920168,9884942.6410287
2018-10-01,85.350356126336,86.028777117491,85.255871685582,85.810415879914,8568210.2143575
2018-10-02,85.799441051682,86.665443302385,85.621446998406,86.459318367549,8453136.9312349
2018-10-03,86.508389725964,86.892382566626,85.972389206921,86.150257112746,10206723.311981
2018-10-04,85.500093150602,86.075451674339,85.251078082446,85.581079814105,10204584.400343
2018-10-05,85.309862794584,85.700036860342,84.93078970451,85.340642772614,9217391.9052519
2018-10-08,84.78849537985,86.304787740147,84.648724004208,86.130578110399,13242363.873273
2018-10-09,86.379719326006,86.880146263884,85.739268717584,86.508389725964,10177883.870758
2018-10-10,86.73053538707,86.818838602728,84.497725505433,84.519801309348,16573426.932216
2018-10-11,83.940784509534,84.167849921225,81.169451159835,81.600118557343,20320055.090333
2018-10-12,82.130063998742,82.238046216747,80.269136802476,81.380495845257,15216300.539751
2018-10-15,81.380495845257,81.735096329849,80.81850895132,80.81850895132,10558751.975724
2018-10-16,80.511970645536,81.265070927647,80.010156085697,81.200104990413,9781776.8355032
2018-10-17,80.941250421084,81.517996566782,80.341419291865,81.498191416984,12247747.137631
2018-10-18,81.200104990413,82.468643757065,81.200104990413,81.847872150989,17448567.03082
2018-10-19,81.660290891442,82.462462531969,81.509166245216,81.970613620754,12098690.917691
2018-10-22,82.000005976823,82.177873882648,80.639505718436,81.149772157488,9474105.3191046
2018-10-23,80.061750393131,80.460376338101,78.717144713563,79.842127681045,15465124.271535
2018-10-24,80.130248458992,80.260306480911,77.549271612761,77.620418775091,16085735.515429
2018-10-25,78.491466923831,79.050678573848,77.740637295837,78.311076068987,12315455.428918
2018-10-26,77.870695317756,78.410354112877,76.961550638832,77.529466462963,18160516.485775
2018-10-29,78.070512880045,78.428897788165,76.220560512011,77.049980001941,15707034.851792
2018-10-30,77.620418775091,79.029990391894,77.4203489179,78.77845237472,17758233.995272
2018-10-31,79.340439268657,80.351132645587,78.898670895465,79.680028206587,16629071.240177
2018-11-01,79.831026705362,80.751146212518,79.298558314945,80.669024221956,14159249.429857
2018-11-02,81.759568935332,82.452623030795,80.231040272293,81.949673143898,19350357.001334
2018-11-05,82.500432914702,82.868657323995,81.439406704846,81.640485741644,15814961.039928
2018-11-06,81.739889932985,82.101806969731,81.350977341737,81.989031148591,9063314.4598182
2018-11-07,82.211050662245,83.139748196065,81.659029416932,83.027981554532,12699787.038287
2018-11-08,83.129908694892,83.744625223322,81.536287947168,81.710623724367,16865478.850742
2018-11-09,80.260090774288,81.399384692248,79.696625449522,80.871011068781,15070124.403561
2018-11-12,81.659138210757,81.729696257852,79.728220468841,79.830248653755,11906573.88417
2018-11-13,79.801151264422,79.850854101137,77.639327630332,77.999985400262,15530228.057054
2018-11-14,78.859794522826,79.091824348494,76.749172303442,77.390313920761,18552104.853504
2018-11-15,76.668998380902,78.189555516173,75.911092561752,78.189555516173,18976021.023274
2018-11-16,78.370383927135,79.188982154936,78.09964083669,78.960698774247,13704889.022493
2018-11-19,78.459049791626,79.362692320439,78.429952402293,79.220577174255,9430818.5769348
2018-11-20,78.421460460342,78.901255180588,76.370156953117,76.970087675673,15533722.554788
2018-11-21,77.429276948538,78.380124684079,77.260437161507,77.557904892799,9685726.7067797
2018-11-23,76.051958892944,76.197695602607,74.699117611209,75.488493568178,10875423.684698
2018-11-26,76.23903137887,77.318756821672,76.120019310053,76.979828432617,13741092.97416
2018-11-27,76.569342944474,77.451131210912,76.401751972436,77.04901278322,10344599.268742
