Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-04-15,39.598428848961,40.104785565802,38.572243414481,38.760851425645,10915687.576761
2013-04-16,39.198895572786,39.694774066785,38.840866945533,39.437989566737,7204262.3983246
2013-04-17,38.869035674473,39.177530884653,37.59967382156,38.306341499752,7759069.0531769
2013-04-18,38.287698427942,38.993277459605,37.654514390462,38.493588702755,7908824.5842635
2013-04-19,38.705874775927,39.382060351305,38.389486878411,39.375256310498,6213126.3383656
2013-04-22,39.431593768378,40.417363200465,38.977219923301,39.995240508812,5784056.2788136
2013-04-23,40.086142493991,40.990671678845,40.024633965098,40.775527908535,5274387.2002461
2013-04-24,41.033537135928,41.764291118577,40.970531718057,41.309917273499,5325757.9789001
2013-04-25,41.597183876362,42.150352393954,40.694151580485,40.810364597465,5400851.3018744
2013-04-26,40.803696637475,40.8570403174,40.203716319132,40.675372427859,4257232.3105598
2013-04-29,40.8570403174,41.663999557085,40.806282172981,41.203093832833,5419064.4078373
2013-04-30,39.96856866885,40.814174860317,38.429494638355,39.181613309137,13876103.930662
2013-05-01,38.798137569267,38.803580801912,36.732566861143,36.736649285627,15908595.692678
2013-05-02,36.800743350027,38.306341499752,36.784685813723,37.896330000735,9519502.6384282
2013-05-03,38.240886627191,39.3406917832,38.240886627191,39.049342755853,8823417.5478344
2013-05-06,38.981166266969,40.389602713974,38.860870825505,40.170240438363,5726771.1431564
2013-05-07,40.433692898402,40.955834989914,40.090088837659,40.718101804125,6623743.0352353
2013-05-08,40.627335899763,40.680543498872,39.133440700225,39.305719013453,7932538.1470253
2013-05-09,39.217538644597,39.490244600133,38.581769071611,39.235093069878,5669116.2666286
2013-05-10,38.8835963218,38.8835963218,38.108752154723,38.687231704116,7921285.7497603
2013-05-13,38.609801719735,38.840866945533,37.902997960726,38.223604363542,6110327.1493837
2013-05-14,38.20560636148,38.979612327662,38.079359676062,38.927731983761,5706001.3831494
2013-05-15,38.938433151302,40.156740757153,38.938433151302,39.688463083879,5736547.5498534
2013-05-16,39.520901764284,40.373473264309,39.149747345779,39.262854622951,6028105.7296688
2013-05-17,39.556933543599,41.52649020238,39.556933543599,41.337526547703,8992965.1678792
2013-05-20,41.323032561287,42.997291179068,41.2696621814,42.300631626378,7579824.6815375
2013-05-21,42.269882701925,42.269882701925,40.936029578196,41.438848994799,6178148.5005192
2013-05-22,41.475964436649,41.981222093957,40.477098494293,41.223200150178,7025955.1956617
2013-05-23,40.435919317934,41.532992177595,40.056772888227,41.181885516002,4425619.612667
2013-05-24,40.950659022429,41.055638830583,40.350851808875,41.02895364064,3205708.3496269
2013-05-28,41.745931865875,42.220576056547,41.402681757667,41.874887707633,4441863.0302501
2013-05-29,41.549111657814,42.068998759355,41.126212353226,41.854975408538,2994432.6390134
2013-05-30,41.801740486468,42.025110426656,41.259231929493,41.773971633989,4177659.9295943
2013-05-31,41.648808611106,42.21285496098,41.251104460475,41.251104460475,5172913.0654055
2013-06-03,41.308538574871,41.518498191178,40.074246946617,41.010395919714,4824019.8246748
2013-06-04,40.785671401357,41.253813616814,39.918605914915,40.31617460773,4819373.7997132
2013-06-05,40.209704763589,41.038435687828,39.783012640126,39.965067946137,5643764.6493541
2013-06-06,39.951793080074,41.376267483357,39.822837238316,41.376267483357,5384071.4787389
2013-06-07,41.416227539364,41.886807995527,40.98777446428,41.811087075839,4276890.4209731
2013-06-10,41.804449642808,42.074417072034,41.126212353226,41.204506971436,4506561.5031168
2013-06-11,40.461249929708,40.889567546975,39.923888769777,39.930526202809,4611170.3755526
2013-06-12,40.392030985235,40.477098494293,39.50898147639,39.637937318148,5115778.0113909
2013-06-13,39.566009217336,40.509066539099,39.515618909422,40.392030985235,4457018.4403691
2013-06-14,40.051625491182,40.509066539099,39.746980860811,39.806853215913,3119152.7316544
2013-06-17,40.051625491182,40.248581157061,39.34792213201,39.499634887019,4654636.5369022
2013-06-18,39.366615310752,39.906550169205,39.23115749378,39.458320252843,7257183.4743898
2013-06-19,39.632519005469,40.215123076268,39.149747345779,39.155165658458,4919496.0511835
2013-06-20,38.589900188231,38.599246777603,36.430025296604,36.896812933891,10555288.996921
2013-06-21,37.237489343577,37.249274173654,35.360721289422,36.404830142647,11564759.916516
2013-06-24,35.960663960794,35.981930838058,34.653225111375,35.189231693135,7746204.8581763
2013-06-25,35.770481185764,36.223993956988,35.718600841864,36.036384880481,7365439.8410948
2013-06-26,36.422033285402,36.928916436514,36.071062081626,36.216001945787,6059912.8421344
2013-06-27,36.561690294701,36.851705480839,35.355573892377,35.525708910495,7349494.1781459
2013-06-28,35.419374524171,35.5576769553,35.150626215298,35.529772645004,15079410.504401
2013-07-01,35.415310789662,36.32504548845,35.025734108049,35.189231693135,5555831.5402456
2013-07-02,35.22255431611,35.443350557776,34.171808029854,34.64536855799,8501491.0678885
2013-07-03,34.558946470762,35.42479283685,33.790087901625,35.367358722454,5515110.5863947
2013-07-05,34.460468637823,35.328888702434,33.799434490996,34.49636495932,6162144.1889303
2013-07-08,34.596061912612,35.238402880696,34.596061912612,34.717161200986,6803186.607311
2013-07-09,34.964507174777,35.189231693135,34.68519315618,35.06014039356,4819227.9300187
2013-07-10,35.207924871877,35.226618050619,33.977561520315,34.14918657442,7129203.8707912
2013-07-11,34.750348366144,35.836855516081,34.38854053701,35.757206319701,7577685.5099867
2013-07-12,35.214426847092,37.100406032801,35.096172172875,36.61898895128,8991162.8500547
2013-07-15,36.603004928878,36.95682074681,36.161412445547,36.551124584977,5185832.3081454
