Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-04-15,47.70768057482,48.098484153655,47.357850842217,47.357850842217,4355148.4773334
2013-04-16,47.532765708519,48.188812860122,47.178279857026,48.131542597775,4278450.1177263
2013-04-17,48.009397078893,48.199521933569,47.718234444304,47.958179771103,4124520.384292
2013-04-18,48.000395249039,48.199521933569,47.65956734629,47.867540656711,3433450.8744166
2013-04-19,47.988289339925,48.508843431829,47.903858384053,48.508843431829,3775655.2849098
2013-04-22,48.472525704487,48.600568973962,48.219077632907,48.472525704487,2744232.3293446
2013-04-23,48.516293222053,48.739476520847,48.350380185605,48.649147814381,3196257.5577194
2013-04-24,47.968733640587,48.252291280989,47.19038576614,48.032056857491,7003239.3612
2013-04-25,48.009397078893,48.199521933569,47.700230784596,48.089482323801,11107940.102312
2013-04-26,48.098484153655,48.350380185605,47.879646565825,47.947625901619,10787141.781552
2013-04-29,48.053319800422,48.252291280989,47.922017247724,48.140699631592,11413345.980092
2013-04-30,48.098484153655,48.252291280989,47.958179771103,48.229786706354,3975464.0184326
2013-05-01,48.288453804368,48.296058798555,47.772711035317,47.837431087889,3544875.3756291
2013-05-02,47.550774045858,47.64045163536,47.009176685972,47.226921244044,4503126.8969312
2013-05-03,47.410576033503,47.542021267431,47.191142342753,47.261318127688,3140751.7541609
2013-05-06,47.261318127688,47.347924566865,46.758417261902,46.758417261902,2753362.5690588
2013-05-07,46.94790723698,47.270378021148,46.822450746187,47.270378021148,3474960.8616609
2013-05-08,47.270378021148,47.29417943617,46.901686424583,46.929941007576,2120715.5714916
2013-05-09,46.901686424583,47.047873180072,46.046524616472,46.221119512472,3663186.4146561
2013-05-10,46.239085741875,46.309261526811,45.812195846643,46.097198596841,3712389.6790059
2013-05-13,45.957000584486,46.060037677904,45.630230189862,45.837686394344,3161589.3175162
2013-05-14,45.749544380005,46.358399932017,45.749544380005,46.261505139251,3784070.14648
2013-05-15,46.247992077819,47.047873180072,46.122689144542,46.65845131881,3211700.514799
2013-05-16,46.588275533874,46.689777052129,46.261505139251,46.298666058188,2698577.6948707
2013-05-17,46.440706760738,46.600253020144,46.109329640627,46.600253020144,3381485.3133694
2013-05-20,46.519635324101,46.671810822726,46.247992077819,46.398785558797,3182235.2433671
2013-05-21,46.327074198698,46.579369197931,46.122689144542,46.440706760738,3135414.0466012
2013-05-22,46.422740531335,46.868825116101,45.560054404927,45.757068698302,4752012.4207607
2013-05-23,45.580784669623,45.739102468898,45.001872833283,45.522739928473,5067220.6026684
2013-05-24,45.401736605652,45.459934904318,45.02137463785,45.197351551496,3514597.6621859
2013-05-28,45.388377101736,45.543623750686,44.748195816404,44.889929403922,4164873.9700585
2013-05-29,44.669113695525,44.669113695525,43.713985944322,44.264643197668,6559054.2505042
2013-05-30,44.421425421781,44.949509720235,44.118302884662,44.130280370932,4551700.3037484
2013-05-31,44.010812623273,44.736064772619,43.899022751428,43.899022751428,5923100.50089
2013-06-03,43.990082358577,44.434784925696,43.246863979827,44.090048301669,6858844.9941438
2013-06-04,44.012348198436,44.198920580704,43.679589060677,43.949696731797,4301410.3316331
2013-06-05,43.861554717458,43.928812909585,43.561656888182,43.691566546947,4568228.0334327
2013-06-06,43.849730788705,44.542275187085,43.701854900537,44.434784925696,6556672.8529811
2013-06-07,44.563005451782,44.863056838575,44.178190316008,44.442155686477,6141049.2988811
2013-06-10,44.466110659015,44.616750582477,44.178190316008,44.398852466889,3525826.5478605
2013-06-11,44.198920580704,44.610915396858,44.067628904293,44.264643197668,3773625.9024765
2013-06-12,44.459968358364,44.589878017129,43.802127958661,43.919906573641,3768698.2723744
2013-06-13,43.913917830506,44.658671784419,43.77955500377,44.649611890959,4084238.1345787
2013-06-14,44.589878017129,44.755566577185,44.37658662703,44.484076888419,4414215.1355075
2013-06-17,44.748195816404,45.057153539141,44.37658662703,44.51985578971,3551802.8105976
2013-06-18,44.628881626262,44.889929403922,44.4527511551,44.748195816404,3507208.8972775
2013-06-19,44.737600347782,44.748195816404,43.561656888182,43.572098799288,4637919.7592502
2013-06-20,43.419923300664,43.524495969244,42.317073218809,42.481226203702,6968499.170232
2013-06-21,43.15119764719,43.588529453529,42.327515129915,43.100523666821,9914711.3846623
2013-06-24,42.840857906808,43.330399268678,42.470784292596,42.942359425062,4379215.8285828
2013-06-25,43.128931807331,43.819787073032,42.907962541418,43.561656888182,5037055.7873384
2013-06-26,43.802127958661,44.167441289869,43.679589060677,44.030314427839,3434903.9327603
2013-06-27,44.154081785953,44.484076888419,43.940636838337,44.002059844846,2885030.9359784
2013-06-28,43.77955500377,44.228864296377,43.521424818919,44.130280370932,4862018.3789814
2013-07-01,44.24068822513,44.442155686477,43.648109769842,43.809345161926,4845659.5047208
2013-07-02,43.579623117585,43.903629476916,43.470597281033,43.612484426067,4468508.8548323
2013-07-03,43.446795866011,43.521424818919,43.270665394849,43.400575053614,2320081.5620824
2013-07-05,43.510982907812,43.572098799288,42.931917513956,43.139373718438,5048588.8808001
2013-07-08,43.391515160154,43.903629476916,43.218455839317,43.849730788705,3633734.5444482
2013-07-09,43.967662961201,44.161759661767,43.770648667826,44.118302884662,3055225.8120063
2013-07-10,44.067628904293,44.279691834263,43.849730788705,44.228864296377,2777163.143063
2013-07-11,44.842173016362,44.997266107795,44.509413878604,44.960105188858,3517539.2308761
2013-07-12,44.949509720235,45.028591841114,44.628881626262,44.997266107795,3660799.6566436
2013-07-15,44.982371028717,45.710694328388,44.863056838575,45.550994511467,3738875.8583201
