Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-04-15,57.021109275789,57.749981987243,56.48238826564,56.491238411312,5629757.9438898
2013-04-16,56.799349911367,57.33162295824,56.538902767291,57.180032605936,4131578.9022708
2013-04-17,56.984697247879,57.627344254353,56.739295351447,57.469432369426,4147392.4993929
2013-04-18,57.480811128147,57.512039499306,56.170736707316,56.292110133682,4098568.038239
2013-04-19,56.556350197331,57.441996917841,56.368347817118,57.421768013447,4898963.1245676
2013-04-22,57.459317917229,57.627344254353,56.994811700076,57.577151285325,2733075.9829544
2013-04-23,57.940386549854,58.408812117233,57.520889644979,58.33118369662,4016587.3997807
2013-04-24,58.023072196565,58.33118369662,56.01901992436,56.047846113122,6678767.2726441
2013-04-25,56.378462269315,56.499962126332,55.022114229682,56.429919544867,7431364.6718216
2013-04-26,56.452297770354,56.751811986041,56.280857805613,56.462412222551,3457578.4182051
2013-04-29,56.588969305667,56.631576435547,55.791065457967,56.007767596291,4853957.5281534
2013-04-30,55.900175111044,55.900175111044,55.158659334343,55.380292268112,4679136.8785992
2013-05-01,55.102144832692,55.127430963184,54.151639187468,54.241784242675,5790837.7065171
2013-05-02,54.318274787415,54.826652440973,54.151639187468,54.698957481984,4064153.5438052
2013-05-03,55.138430429949,55.188623398977,54.578721931491,54.988230814822,3407610.6130604
2013-05-06,55.022114229682,55.158659334343,54.299436620198,54.469738709067,4618255.4079461
2013-05-07,54.521069553967,54.588836383688,53.852377833086,54.167822310983,6320164.4561119
2013-05-08,54.230531914605,54.781643128696,54.157960720091,54.521069553967,5428970.1318997
2013-05-09,54.578721931491,54.929440561426,54.350893895751,54.5560908447,12818499.751292
2013-05-10,53.97008477053,54.81931946313,53.878548978146,54.81931946313,15279340.89921
2013-05-13,54.721588568775,56.30841968785,54.546229253808,56.280857805613,18985714.003795
2013-05-14,55.809399161146,56.179498320641,55.710137889789,55.86918151776,4821444.6626184
2013-05-15,55.919814792543,57.09703843126,55.919814792543,56.717163540496,5387460.7424756
2013-05-16,56.554360015882,56.554360015882,55.818172253312,55.939867574636,3819805.5182611
2013-05-17,55.972077355872,56.227875657439,55.34881182246,55.898884701234,3763076.1679534
2013-05-20,55.898884701234,55.939867574636,54.880704690488,55.019820866255,4242519.0371401
2013-05-21,55.070704800814,55.433284167024,54.658369469038,55.140262888698,4221927.2325887
2013-05-22,55.25945161226,56.059056298198,54.658369469038,54.919180966128,4570046.8065834
2013-05-23,54.669649158965,55.300434485662,54.508349593008,54.737953947967,3952980.5133148
2013-05-24,54.497069903081,54.497069903081,53.889971925231,54.142010330156,4983688.687558
2013-05-28,54.709378733486,55.189893524377,54.320856080444,54.541812673125,4344513.1462672
2013-05-29,54.241396931402,54.358079057203,53.441792245464,53.748474481591,4201659.213746
2013-05-30,53.929701499752,54.621146492279,53.790710653874,54.076086809027,4393918.6571481
2013-05-31,53.918547139713,54.060169913241,53.150024266019,53.159925327177,4831126.8218342
2013-06-03,53.079338209143,53.246904269503,52.519238939322,53.141376503741,4174056.0793575
2013-06-04,53.141376503741,53.419483525386,52.218823197599,52.500690115886,4093915.089259
2013-06-05,52.320591066718,52.870663945493,51.759489157793,51.811626391233,4540627.4115648
2013-06-06,51.887325643633,52.429878729122,51.337252764858,52.09224001064,4977736.5074893
2013-06-07,52.579021295935,53.060664055819,52.280861492198,52.489535755847,4368366.9710186
2013-06-10,52.700465957483,52.829681072091,52.148011810835,52.637174364003,4212564.8318962
2013-06-11,52.228849588645,52.320591066718,51.782925846864,51.940716175954,5268397.005176
2013-06-12,52.310815335448,52.611231077171,51.759489157793,51.782925846864,3506967.3103999
2013-06-13,51.67752341099,51.887325643633,50.830794687135,51.850102666873,7100238.8154837
2013-06-14,51.467721178347,52.280861492198,51.389515328187,52.050003838358,6116250.8248752
2013-06-17,52.448552882446,53.051890963654,52.199021075283,52.357939373366,5135097.1673739
2013-06-18,52.469608303643,52.721772038456,51.688803100917,52.349291611088,5164737.2521541
2013-06-19,52.280861492198,52.381501392324,51.31757597243,51.369587875982,4578985.5473684
2013-06-20,50.957503203982,50.957503203982,49.21065522395,49.409052436778,7954604.5940266
2013-06-21,50.020035641158,50.428611076292,49.53212638687,49.909494679873,7203196.2273662
2013-06-24,49.311044464301,49.597799248223,48.680384467492,49.062765956018,5863692.3339986
2013-06-25,49.540774149148,49.540774149148,48.909988822451,49.219302986227,4041729.2095559
2013-06-26,49.660088202598,49.898340319834,49.219302986227,49.791559255192,6077998.2013301
2013-06-27,50.110649150238,50.330477773927,49.719494569547,49.719494569547,3657981.9314806
2013-06-28,49.620358628077,49.862370641956,49.05286489486,49.119916384982,8256473.554208
2013-07-01,49.347139472067,50.310550321723,49.272568188661,50.157898518044,6987349.5588885
2013-07-02,50.082073935757,50.933815855135,50.073426173479,50.499297133168,5846481.7543362
2013-07-03,50.475860444098,50.475860444098,49.503551172388,50.137971065839,2671137.0555267
2013-07-05,50.588782673256,50.822021594969,49.966645108837,50.582516178852,2700354.2858365
2013-07-08,50.800966173772,51.189614156702,50.659468730132,51.127575862104,4375964.6590547
2013-07-09,51.408064151622,51.811626391233,51.16103894222,51.79295223791,4519028.8106554
2013-07-10,51.782925846864,51.907253095837,51.251652451301,51.42059714043,3887909.2511031
2013-07-11,52.061158198397,52.061158198397,51.431751500469,51.542292461754,3923483.796336
2013-07-12,51.629020744304,51.629020744304,51.100253946503,51.451553622785,4067373.5209503
2013-07-15,51.408064151622,51.719759583272,51.169686704498,51.542292461754,2922506.7212638
